typing_speed,mouse_speed,click_rate,session_time,label
209.93428306022466,93.64360476965945,4.3215052695127785,292.82883917705357,0
197.2347139765763,93.19878837424218,4.6945005369463475,298.3672048129845,0
212.95377076201385,73.06535241054978,4.402618938954857,303.2147439293791,0
230.46059712816052,95.04864712447844,5.110418046946119,347.343073082309,0
195.3169325055333,110.99243622732618,6.197178531461913,262.6391345756628,0
195.3172608610164,80.88651821384808,4.2289578428587955,257.682650424367,0
231.58425631014782,115.72723976575888,6.000820497768414,361.83098710714876,0
215.34869458305818,107.31662231626507,4.218327927653112,276.8677629059351,0
190.61051228130097,88.98650017043443,4.152372787503116,236.8482323211467,0
210.8512008717193,97.87705543993229,5.818594618343213,275.7435028950065,0
190.73164614375077,123.9748271146155,5.921936378007617,283.49736323779996,0
190.68540492859486,111.00321720258799,5.851409936762654,377.74813638628825,0
204.83924543132068,100.13175482347222,3.684202591781859,346.24131061883685,0
161.73439510684403,96.43475024558524,4.534049021927949,357.3760308316121,0
165.50164334973934,101.14913605677489,5.8229885920033215,340.9986821173393,0
188.75424941518054,92.32354663086545,5.0415418405638945,347.3121835807657,0
179.74337759331152,68.42875741421477,3.9263071538025356,265.5958936709841,0
206.28494665190547,130.63266865802098,5.4583179391254415,290.0698922323258,0
181.83951848957577,102.32987498799102,4.2851927410085295,250.50423434882256,0
171.75392597329417,105.97220897683806,6.7945248483922125,289.47559847314835,0
229.31297537843108,99.13138375184637,6.544841462418258,334.20524954673704,0
195.4844739902693,88.97324798913118,5.604097426355567,306.72916424061236,0
201.35056409375846,97.21113278576844,6.361006704769774,365.5740409480147,0
171.50503627573087,76.00907856708534,5.064791350123381,242.92921038863904,0
189.11234550949635,134.15629747079956,5.765437494375016,325.01191753491196,0
202.21845179419734,81.48232002366406,6.477720295302075,237.5848599065341,0
176.98012845155395,84.5205057422923,5.245498681794313,304.7088234586821,0
207.51396036691344,93.39611193420399,4.744812828485716,337.01667112782394,0
187.9872262016239,119.32113587278566,3.295378041822884,289.27487165878904,0
194.16612500413447,100.2176349889398,4.916866474278506,327.5563302043478,0
187.96586775541206,81.45796305954306,5.823423184562311,252.0133832583533,0
237.04556369017877,118.81507541136008,5.94563342756763,216.81550109018085,0
199.73005550524132,110.96500940178223,5.50436506571841,327.85148112439015,0
178.845781420882,108.07652435824679,4.458700905037761,387.2005117037866,0
216.45089824206377,110.7360136175626,3.0231784310524095,250.1977529915054,0
175.58312700057957,135.91542850873677,4.504784901995265,361.10970900533977,0
204.17727190009512,132.77642342554168,4.695655128946049,302.17117044082056,0
160.8065975224045,89.69926985495057,4.687071032809986,233.2154239153462,0
173.43627902203139,124.35827489216729,5.618556356977924,243.42473493239186,0
203.93722471738246,105.7475228463835,6.98567641101484,300.7892386680325,0
214.7693315999082,107.48643724206624,5.123529201841093,279.7768856037948,0
203.4273656237994,74.61593752535006,4.783268210843539,234.35435116208805,0
197.6870343522352,97.44421351917705,4.740778186995907,215.29803593872975,0
193.97792608821422,87.80764614495152,5.124384766907714,257.6640336036747,0
170.42956019265145,112.42088222339964,4.171706239651601,309.6904504165559,0
185.60311583210583,116.06620750604208,5.120198558746055,299.6799623698431,0
190.78722458080426,68.88270473475532,5.4508123363318,274.9381021249961,0
221.1424445243783,99.66947703993594,5.209686063574488,310.0943597145741,0
206.87236579136922,116.82792257191377,5.457541934004781,352.0013359931344,0
164.73919689274533,97.19981556529832,5.4337476093485355,319.7063255217074,0
206.4816793878959,110.93595467503546,3.2281033177535563,293.934566430521,0
192.29835439167368,105.26748201440626,5.6368701583954035,346.40360033303443,0
186.46155999388083,105.1249034792894,4.328985154337547,252.00748488918526,0
212.23352577681734,95.93027532897554,3.9041608369960423,288.75402302223245,0
220.61999044991902,81.75128793796435,3.895548172145004,289.9456032199816,0
218.62560238232396,83.17704778862459,5.433541610472529,238.15233707785774,0
183.21564953554724,110.64028771682976,4.777425072775147,279.0062918857821,0
193.8157524829757,100.29187383278325,3.3180312160145893,196.25201595523487,0
206.62526862807127,97.92231633089163,5.478037815192283,395.60890238314767,0
219.51090254244718,93.64164936516471,3.5603918692011725,253.12931057818435,0
190.4165152430942,95.42216731778872,5.139821358518211,379.30570657106557,0
196.28682046672367,115.7036769173221,5.2384989256730545,301.90422528597463,0
177.87330051987942,94.9713387719796,5.885577081695045,328.24320660779796,0
176.0758675183866,79.88402930047647,6.781684786466851,275.5600100824534,0
216.25051644788397,111.1547766331026,3.6353236740994586,310.3964845980837,0
227.12480057141647,96.92685004202924,4.94752614393695,332.5244819994218,0
198.55979756839332,100.47093798299164,4.723664704955783,333.2276207197091,0
220.07065795784047,124.11367459599265,5.433749685960962,338.73866950371786,0
207.2327205009527,99.6915916397424,5.215668770933618,281.5833644980412,0
187.0976049078975,104.33775509678088,4.64745375726338,275.98201637543224,0
207.2279121101683,82.31614763052512,4.559097811389145,220.29118373661981,0
230.76073132931938,96.7049582147356,3.8835491448159525,326.1609505588468,0
199.28347921780096,109.14289067812902,5.987861582406509,354.1189355661721,0
231.29287311628013,76.66939399238137,5.459204181599529,380.79908399589647,0
147.6050979182051,103.01267639673564,5.917768197795137,315.2586317290254,0
216.43805008750448,101.5118660896721,4.6896038635244865,261.67601135457153,0
201.74094136476342,100.6193118338116,4.34316453130557,215.1451928355272,0
194.01985299068264,115.55738347987365,3.921684933370772,352.0833366541675,0
201.83521553071006,105.01657772272782,5.358917583740659,210.18617166112324,0
160.24862170798215,122.17107847534666,3.9602067754717654,282.96979611281165,0
195.60656224324975,85.09615726608946,6.84866306896655,288.78465860281773,0
207.14225143023492,102.03886850827521,3.6923574189065596,296.527243107449,0
229.55788089483033,101.26700179584921,5.273660119212502,301.790130001792,0
189.63459563452705,83.9611825936738,6.566854707213786,306.90737781837873,0
183.83012794213624,114.34442503137019,5.599089759263809,179.2318368960735,0
189.96485912830926,134.87009958779225,5.175673712491779,300.73279549350633,0
